12740--10,14
20427--18,28
20427--19,6
20427--20,21
20427--21,16
20427--30,99
20427--7,193
20427--9,170
25561--1,3
25561--2,4
25561--20,2
25561--20B,1
25561--21,2
25561--22,5
25561--23,2
25561--24,9
25561--25,6
25561--26,2
25561--27,5
25561--3,2
25561--4,2
25561--5,6
25561--6,1
25561--8,5
10493--1,3
10493--10,4
10493--11,5
10493--12,3
10493--13,3
10493--14,5
10493--15,3
10493--16,4
10493--17,4
10493--18,5
10493--19,2
10493--2,2
10493--20,4
10493--21,2
10493--22,3
10493--23,2
10493--24,2
10493--25,6
10493--26,1
10493--28,4
10493--29,1
10493--3,2
10493--30,3
10493--31,2
10493--32,2
10493--33,1
10493--34,2
10493--35,2
10493--36,8
10493--38,3
10493--4,3
10493--5,5
10493--6,4
10493--7,4
10493--8,3
10493--9,2
06944--2,4
06944--4,5
06944--6,2
06944--8,4
07290--1,4
07290--11,3
07290--12,3
07290--2,14
07290--4,2
07290--5,1
07290--6,1
07290--8,2
07290--9,6
07335--1,4
07335--10,5
07335--2,7
07335--4,1
07335--6,2
07335--8,4
07380--1,3
07380--10,2
07380--11,2
07380--12,2
07380--14,3
07380--15,7
07380--16,3
07380--17,5
07380--18,2
07380--18A,3
07380--19,5
07380--2,3
07380--20,1
07380--21,6
07380--23,5
07380--24,5
07380--25,5
07380--26,3
07380--27,3
07380--28,6
07380--29,2
07380--3,4
07380--30,8
07380--31,2
07380--32,4
07380--33,2
07380--34,4
07380--35,3
07380--36,4
07380--38,2
07380--39,3
07380--3A,2
07380--4,3
07380--40,2
07380--41,3
07380--42,4
07380--43,6
07380--44,3
07380--45,3
07380--46,4
07380--47,4
07380--49,3
07380--5,3
07380--51,9
07380--53,2
07380--55,3
07380--57,4
07380--59,3
07380--6,3
07380--61,3
07380--63,2
07380--7,2
07380--8,4
07380--9,3
07394--1,5
07394--10,3
07394--11,1
07394--15,4
07394--18,4
07394--2,2
07394--3,3
07394--5,2
07394--6,2
07394--7,2
07394--9,4
12517--1,2
12517--11,2
12517--3,3
12517--5,6
12517--7,5
12517--9,4
07435--2A,3
36562--1,3
36562--10,3
36562--12,1
36562--13,4
36562--16,4
36562--18,5
36562--21,5
36562--24,3
36562--26,4
36562--27,3
36562--28,3
36562--34,3
36562--36,3
36562--38,3
36562--4,2
36562--5,2
36562--6,2
36562--7,3
36562--9,3
07506--1,6
07506--11,4
07506--12,2
07506--15,6
07506--17,5
07506--19,4
07506--2,2
07506--21,4
07506--23,2
07506--25,2
07506--27,3
07506--29,2
07506--3,1
07506--30,1
07506--31,4
07506--32,5
07506--35,4
07506--39,3
07506--4,2
07506--43,10
07506--45,4
07506--49,3
07506--5,4
07506--51,2
07506--53,6
07506--57,7
07506--7,5
07506--9,3
10793--1,8
10793--10,4
10793--11,3
10793--12,5
10793--14,3
10793--15,7
10793--16,2
10793--17,5
10793--18,4
10793--19,1
10793--2,6
10793--20,2
10793--21,1
10793--24,79
10793--25,24
10793--26,35
10793--27,4
10793--28,6
10793--29,4
10793--3,9
10793--30,13
10793--31,6
10793--32,11
10793--33,5
10793--34,4
10793--35,7
10793--36,3
10793--37,12
10793--38,16
10793--39,10
10793--40,12
10793--41,3
10793--42,4
10793--43,9
10793--44,9
10793--45,6
10793--46,9
10793--47,9
10793--48,5
10793--49,4
10793--50,7
10793--51,6
10793--52,8
10793--53,13
10793--53A,8
10793--53B,13
10793--53C,20
10793--53D,44
10793--54,20
10793--55,9
10793--56,13
10793--57,16
10793--9,2
07582--1,7
07582--11,1
07582--12,3
07582--13,7
07582--15,3
07582--16,3
07582--17,2
07582--18,5
07582--2,6
07582--20,2
07582--22,2
07582--23,2
07582--24,4
07582--25,5
07582--26,2
07582--26A,1
07582--27,3
07582--28,2
07582--29,3
07582--3,1
07582--30,3
07582--31,3
07582--32,2
07582--33,1
07582--34,5
07582--35,2
07582--36,3
07582--37,1
07582--38,3
07582--39,2
07582--4,4
07582--40,3
07582--41,2
07582--42,4
07582--43,4
07582--44,5
07582--45,2
07582--46,4
07582--47,2
07582--48,3
07582--49,1
07582--5,2
07582--50,4
07582--52,5
07582--53A,6
07582--54,2
07582--55,4
07582--56,9
07582--57,3
07582--58,4
07582--6,3
07582--60,2
07582--62,3
07582--64,1
07582--65,3
07582--66,6
07582--67,2
07582--7,2
07582--70,3
07582--72,2
07582--74,4
07582--77,5
07582--78,3
07582--79,3
07582--79A,5
07582--79B,4
07582--8,6
07582--81,3
07582--81B,3
07582--81C,5
07582--83,3
07582--83A,6
07582--83B,3
07582--83C,5
07582--85,7
07582--85A,1
07582--85B,2
07582--87,7
07582--87A,7
07582--89,3
07582--9,5
07582--95,3
07582--97,2
01015--11,4
01015--4,21
01015--5,8
01015--7,12
01015--8,6
01015--9-10,1
02706--12,1
02706--14A,2
02706--16,10
02706--18,6
02706--3,3
02706--7,102
16264--10,3
16264--11,10
16264--13,7
16264--14,6
16264--15,5
16264--17,1
16264--1A,152
16264--1B,115
16264--1C,90
16264--1D,97
16264--1E,109
16264--1E<,3
16264--3,236
16264--41,4
16264--44,2
16264--45,4
16264--47,5
16264--5,220
16264--52,12
16264--53,15
16264--54,12
16264--55,15
16264--56,14
16264--57,11
16264--58,22
16264--59,14
16264--5B,111
16264--5C,3
16264--60,14
16264--61,16
16264--62,13
16264--63,15
16264--64,15
16264--65,12
16264--66,8
16264--66A,2
16264--67,16
16264--68,16
16264--69,17
16264--7,224
16264--70,14
16264--71,16
16264--73,3
16264--8,12
16264--9,3
21575--1,6
21575--10A,1
21575--14,2
21575--15,10
21575--16,1
21575--17,6
21575--18,5
21575--19,7
21575--2,4
21575--20,2
21575--21,6
21575--22,6
21575--23,6
21575--24,5
21575--25,3
21575--26,5
21575--27,6
21575--28,7
21575--29,5
21575--3,3
21575--30,7
21575--31,18
21575--4,2
21575--5,3
21575--6,1
21575--7,5
21575--8,4
21575--8A,2
21575--9,1
21575--9A,6
24908--1,11
24908--10,1
24908--11,3
24908--12,8
24908--13,5
24908--14,14
24908--15,10
24908--16,17
24908--2,9
24908--3,5
24908--4,9
24908--5,13
24908--6,6
24908--7,10
24908--8,7
24908--9,5
24908--9A,2
04889--1,10
04889--10,98
04889--11,45
04889--12,57
04889--13,46
04889--18,19
04889--19,5
04889--2,11
04889--20,20
04889--21,21
04889--22,13
04889--23,6
04889--3,13
04889--4,21
04889--5,15
04889--6,18
04889--8,107
04889--9,90
27319--1,11
27319--11,26
27319--12,30
27319--12A,21
27319--12A<,1
27319--12B,11
27319--13,37
27319--13A,20
27319--14,24
27319--14A,24
27319--14A<,6
27319--14B,14
27319--14B<,1
27319--16,37
27319--17A,25
27319--18,23
27319--18A,19
27319--18A<,1
27319--19,30
27319--2,31
27319--20,16
27319--20A,18
27319--20B,15
27319--21,36
27319--21 O<F<,1
27319--21A,1
27319--21-OF,13
27319--21OF,1
27319--22,41
27319--23,41
27319--24,25
27319--25,9
27319--25A,3
27319--25-OF,1
27319--26,19
27319--26A,4
27319--3,15
27319--4,28
27319--5,45
27319--6,28
27319--6A,13
27319--6A<,1
27319--6B,19
27319--6B<,4
27319--7,37
27319--8,24
27319--8A,24
17866--1,2
17866--10,3
17866--2,2
17866--3,3
17866--4,2
17866--5,2
17866--6,2
17866--7,3
17866--8,2
17866--9,3
23196--12,127
23196--2,28
23196--20A,52
23196--21,53
23196--21A,21
23196--21A<,3
23196--21B,35
23196--21C,24
23196--22,5
23196--22-OF,16
23196--23A,25
23196--3,15
23196--35,18
23196--36,8
23196--5,16
23196--8,31
23196--8A,17
23196--8B,9
23196--8C,19
23196--8C<,1
23196--9,34
09463--1,4
09463--10,3
09463--11,6
09463--12,2
09463--13,2
09463--15,5
09463--16,2
09463--17,9
09463--17A,1
09463--18,12
09463--19,16
09463--19A,17
09463--2,3
09463--20,3
09463--22,4
09463--23A,12
09463--24,5
09463--25,2
09463--26,7
09463--27,4
09463--28,2
09463--29,4
09463--3,1
09463--30,2
09463--31,8
09463--32,5
09463--33,5
09463--33A,4
09463--34,2
09463--35,3
09463--36,3
09463--37,1
09463--38,1
09463--39,2
09463--4,2
09463--40,3
09463--41,5
09463--42,3
09463--43,2
09463--5,1
09463--6,5
09463--7,3
09463--8,2
09463--9,3
20291--1,7
20291--10,13
20291--12,3
20291--15,3
20291--16,10
20291--2,10
20291--20,203
20291--22,16
20291--26,6
20291--28,5
20291--3,2
20291--30,25
20291--31,81
20291--31A,1
20291--33,8
20291--34,21
20291--36,59
20291--37,42
20291--38,15
20291--38A,14
20291--39,36
20291--39A,30
20291--39A<,1
20291--4,46
20291--43,12
20291--45,12
20291--5,9
20291--6,69
20291--8,27
20291--9,7
07804--1,3
07804--10,3
07804--11,3
07804--12,4
07804--13,4
07804--15,3
07804--16,3
07804--17,2
07804--18,2
07804--19,2
07804--1A,3
07804--1B,2
07804--1C,2
07804--2,5
07804--20,4
07804--21,3
07804--22,4
07804--23,3
07804--24,2
07804--25,3
07804--26,4
07804--27,2
07804--2A,4
07804--2B,5
07804--2B<,1
07804--2C,3
07804--3,5
07804--30,4
07804--31,2
07804--33,2
07804--4,2
07804--5,2
07804--6,4
07804--7,3
07804--8,2
07804--9,3
25107--1,84
25107--2,98
25107--3,94
25107--4,94
25107--5,89
25107--6,97
25107--8,120
01815--27,4
01815--31,1
01815--4,4
01815--4A,5
01815--4B,3
01815--4C,1
01815--6,1
01815--61,2
26983--1,1
26983--10,4
26983--11,4
26983--13,4
26983--14,1
26983--16,2
26983--17,6
26983--18,1
26983--19,2
26983--2,4
26983--20,3
26983--21,3
26983--22,1
26983--23,2
26983--24,2
26983--24A,5
26983--3,3
26983--4,1
26983--5,3
26983--6,4
26983--7,2
26983--8,5
08664--1,5
08664--21,25
08664--22,34
08664--23,73
08664--26,38
08664--27,23
08664--3,20
08664--9,2
22238--10A,20
22238--10B,29
22238--10C,31
22238--11,54
22238--12,43
22238--13,37
22238--14,50
22238--22,3
22238--4,1
22238--6,8
22238--6A,10
22238--6A<,4
22238--6B,6
22238--6C,13
22238--6D,11
22238--6E,11
22238--7,20
22238--8,86
22238--8A,3
22238--9,10
22238--9A,9
22238--9A<,1
08171--10,3
08171--12,2
08171--14,3
08171--16,3
08171--2,1
08171--6,4
08171--8,4
08183--15,7
08183--17,4
08183--18,3
08183--21A,7
08183--21B,5
08183--23,6
08183--24,3
08183--25,4
08183--26,8
08183--27,1
08183--28,8
08183--3,6
08183--30,7
08183--31,2
08183--33,2
08183--35,7
08183--36,3
08183--37,4
08183--39,1
08183--41,1
08183--43,4
08183--44,5
08183--47A,3
08183--47B,2
08183--49,12
08183--5,8
08183--50,4
08183--51,4
08183--51A,3
08183--51B,3
08183--54B,1
08183--54BA,3
08183--55,6
08183--56,3
08183--58,4
08183--7,7
08574--10,3
08574--12,1
08574--14,7
08574--16,4
08574--18,1
08574--20,2
08574--2A,1
08574--2B,4
08574--30D,3
08574--30E,4
08574--32,13
08574--32B,4
08574--32D,2
08574--4,3
08574--48,5
08574--5,4
08574--7,19
08574--8,4
09003--10,48
09003--11,13
09003--12,24
09003--13,53
09003--13A,3
09003--13A<,3
09003--13-OF,5
09003--15A<,1
09003--15D,18
09003--15E,26
09003--16,7
09003--16A,10
09003--16A<,2
09003--16B,18
09003--16C,15
09003--16D,5
09003--16E,19
09003--16F,7
09003--17,19
09003--18,35
09003--19A,21
09003--19B,25
09003--19C,27
09003--19D,10
09003--21,111
09003--23,47
09003--23-OF,6
09003--23O<F<,1
09003--24,67
09003--27,8
09003--28,19
09003--29,11
09003--31,2
09003--34,7
09003--35,18
09003--36,21
09003--37,7
09003--37A,7
09003--38,13
09003--38A,6
09003--38-OF,2
09003--39,18
09003--39A,6
09003--40,24
09003--40-OF,2
09003--41,17
09003--41A,6
09003--42,18
09003--43,5
09003--44,11
09003--45,15
09003--47,20
09003--5,1
09003--6,20
09003--7,20
09003--8,24
09003--9,41
05300--1,3
05300--10,2
05300--13,2
05300--14,3
05300--16,2
05300--18,5
05300--2,3
05300--20,2
05300--22,5
05300--24,4
05300--26,5
05300--28,2
05300--3,4
05300--4,3
05300--5,6
05300--6,5
05300--8,3
09223--1,2
09223--10,1
09223--2,2
09223--4,2
09223--6,3
09223--8,2
09223--9,4
09503--10,98
09503--11,77
09503--11A,68
09503--2,99
09503--3,68
09503--4,159
09503--5,60
09503--7,60
09503--9,37
09503--9A,88
09509--10,344
09509--12,75
09509--14,167
09509--16,107
09509--18,88
09509--2,370
09509--20,280
09509--21,1
09509--22,98
09509--4,83
09509--6,97
09509--7,80
09509--7B,51
09509--8,94
09665--2,55
10003--1,423
10003--11,182
10003--13,76
10003--4,380
10003--5,207
10003--6,178
10003--9,111
00393--1,5
00393--10,8
00393--11,14
00393--12,2
00393--13,7
00393--14,15
00393--15,3
00393--16,10
00393--17,2
00393--18,5
00393--19,9
00393--20,3
00393--21,10
00393--21A,9
00393--21B,13
00393--22,6
00393--23,6
00393--23A,10
00393--24,5
00393--24A,4
00393--24A<,1
00393--25,8
00393--25A,5
00393--25B,10
00393--26,4
00393--27,6
00393--28,9
00393--29,7
00393--3,2
00393--30,2
00393--31,4
00393--32,5
00393--33,13
00393--34,4
00393--34A,2
00393--35,6
00393--36,8
00393--37,6
00393--38,6
00393--4,8
00393--5,12
00393--5A,4
00393--6,14
00393--7,11
00393--8,16
00393--9,4
10157--1,4
10157--10,1
10157--11,4
10157--12,4
10157--13,6
10157--14,2
10157--15,3
10157--16,5
10157--17,4
10157--18,4
10157--19,3
10157--2,1
10157--20,7
10157--22,5
10157--23A,30
10157--23A<,2
10157--23B,18
10157--23C,27
10157--23C<,1
10157--24,2
10157--26,1
10157--28,2
10157--3,3
10157--30,4
10157--32,2
10157--34,1
10157--36,2
10157--38,2
10157--4,16
10157--40,2
10157--42,2
10157--44,5
10157--46,2
10157--48,8
10157--48A,1
10157--5,6
10157--50,5
10157--52,3
10157--56,1
10157--56A,1
10157--58,5
10157--6,2
10157--60,2
10157--62,1
10157--64,3
10157--6B,1
10157--6C,6
10157--7,6
10157--8,7
10157--8B,1
10157--9,1
02293--1,3
02293--10,7
02293--11,2
02293--12,7
02293--13,2
02293--14,3
02293--15,3
02293--16,2
02293--17,3
02293--18,3
02293--19,2
02293--2,2
02293--20,1
02293--21,3
02293--23,5
02293--24,1
02293--25,3
02293--26,5
02293--27,5
02293--28,3
02293--29,4
02293--3,1
02293--31,4
02293--31A,2
02293--32,6
02293--33,2
02293--34,4
02293--35,7
02293--36,4
02293--37,4
02293--37A,4
02293--38,3
02293--39,3
02293--40,6
02293--41,2
02293--42,7
02293--43,8
02293--44,6
02293--45,6
02293--46,5
02293--47,2
02293--48,3
02293--49,2
02293--51,4
02293--51A,5
02293--52A,4
02293--52B,2
02293--52C,5
02293--53A,3
02293--55,3
02293--8,7
02293--9,6
26049--1,2
26049--10,6
26049--11,3
26049--12,7
26049--14,6
26049--18,4
26049--20,3
26049--24,2
26049--28,5
26049--30,1
26049--5,5
26049--6,3
26049--7,2
26049--8,4
26049--9,3
17113--12,33
17113--13,28
17113--14,43
17113--15,32
17113--16,5
17113--17,8
17113--18,8
17113--19,8
17113--2,62
17113--20,10
17113--21,12
17113--22,8
17113--23,5
17113--24,11
17113--25,8
17113--27A,9
17113--27B,1
17113--2A,2
17113--2B,4
17113--32,18
17113--33,20
17113--34,70
17113--35,11
17113--38,4
17113--39,3
17113--40,5
17113--41,4
17113--44,6
17113--45,7
17113--46,6
04399--5,95
04399--7,82
20554--1,60
20554--11,122
20554--2,134
20554--2A,5
20554--3,20
20554--4,98
20554--5,87
20554--6,68
20554--7,111
20554--9,122
10562--1,3
10562--11,2
10562--2,5
10562--3,2
10562--5,2
10562--6,3
10562--7,2
10562--9,4
10718--10,3
10718--5,4
10718--8,4
10775--16,3
10775--20,4
10775--24,4
10775--26,4
10775--32,3
10775--8,6
10780--1,1
10780--12,4
10780--13,6
10780--2,2
10780--3,3
10780--4,5
20798--1,4
20798--2,4
20798--3,6
20798--4,3
20798--5,2
20798--6,1
20798--7,3
10870--1,3
10870--10,4
10870--11,4
10870--12,37
10870--14,55
10870--15,5
10870--15A,1
10870--15B,5
10870--16,25
10870--17,1
10870--18,33
10870--19A,4
10870--19B,4
10870--20,20
10870--21,4
10870--23,4
10870--3,3
10870--6A,2
10870--6B,5
10870--8A<,4
10870--8B,2
10870--9,4
10898--1,11
10898--1A,18
10898--2,18
10898--3,24
10898--4,28
10898--5,35
10898--7A,1
10898--8,91
10898--9,46
11139--1,93
11139--11A<,2
11139--11B<,2
11139--17,3
11139--19,3
11139--2,121
11139--21,4
11139--23,3
11139--25,3
11139--29,6
11139--3,104
11139--31,3
11139--35,3
11139--4,110
11139--7,2
11139--9A,3
11139--9B,1
11139--9B<,1
02013--10,3
02013--12,2
02013--14,2
02013--16,3
02013--16A,2
02013--17,13
02013--19,9
02013--2,4
02013--20,3
02013--21,29
02013--22,2
02013--23,29
02013--24,4
02013--24A,3
02013--25,27
02013--26,4
02013--27,4
02013--30,4
02013--31,27
02013--33,56
02013--34,4
02013--36,4
02013--40,3
02013--42,4
02013--44,4
02013--46,4
02013--48,3
02013--48A,5
02013--50,5
02013--52,4
02013--54,4
02013--56,4
02013--6,3
02013--8,1
12810--11,5
12810--12,1
12810--13,3
12810--3,17
12810--4,2
12810--4A<,3
12810--5,2
12810--5A<,2
12810--7,2
12810--8,6
12810--9,6
20551--1,28
20551--10,31
20551--11,25
20551--12,34
20551--12A,5
20551--13,15
20551--14,13
20551--15,36
20551--16,17
20551--17,40
20551--18,33
20551--19,27
20551--19-OF,2
20551--1A,12
20551--2,15
20551--3,16
20551--4-5,29
20551--4/5,42
20551--6,29
20551--7,14
23707--1,11
25536--1,9
25536--2,11
25536--3,18
25536--4,18
25536--5,93
11596--1,6
11596--11,1
11596--13,4
11596--15,1
11596--17,2
11596--19,1
11596--3,4
11596--5,1
11596--7,3
11596--9,1
23887--1,2
23887--11,3
23887--13,4
23887--15,4
23887--19,4
23887--21,6
23887--23,2
23887--3,4
23887--5,3
23887--7,3
23887--9,4
12004--10,4
12004--22,4
12004--24,5
12004--26,7
12004--3,8
12004--30,3
12004--32,3
12004--33,4
12004--35,4
12004--3A,4
12004--41,2
12004--49,6
12004--9,4
12065--12,2
12065--14,1
12065--16,5
12065--20,1
12065--20A,3
12065--7,4
12065--7A,1
12065--7B,3
12065--7C,3
12065--9,3
12065--9A,2
12065--9B,4
12065--9C,2
03148--11,11
03148--12,17
03148--13,15
03148--4,17
03148--6,28
03148--9,54
03691--1,4
03691--10,3
03691--14,6
03691--16,4
03691--18,6
03691--2,2
03691--3,2
03691--4,2
03691--6,1
03691--8,4
09186--10,10
09186--11,2
09186--13,15
09186--14,64
09186--15,35
09186--16,37
09186--17,11
09186--18,38
09186--19,28
09186--20,20
09186--20A,5
09186--26,22
09186--27,27
09186--28,41
09186--29,2
25276--1,1
25276--10,82
25276--11,7
25276--12,85
25276--13,3
25276--14,65
25276--15,2
25276--17,1
25276--19,2
25276--2,1
25276--21,2
25276--23,4
25276--25,2
25276--27,5
25276--3,2
25276--45,2
25276--47,4
25276--49,1
25276--51,3
25276--53,3
25276--55,4
25276--57,5
25276--59,1
25276--61,5
25276--63,5
25276--65,2
25276--67,5
25276--7,1
25276--8,76
25276--9,5
40269--30,4
40269--32B,2
31143--1,5
31143--11,2
31143--15,3
31143--17,4
31143--2,102
31143--21,1
31143--23,3
31143--24,5
31143--25,5
31143--26,4
31143--27,5
31143--28,3
31143--3,2
31143--30,4
31143--32,5
31143--34,4
31143--36,5
31143--4,64
31143--40,3
31143--6,102
31143--7,3
31143--9,4
13154--10,62
13154--11,123
13154--12,24
13154--13,80
13154--14,67
13154--15,127
13154--16,73
13154--18,94
13154--2,33
13154--20,68
13154--3,105
13154--4,65
13154--5,97
13154--6,95
13154--7,86
13154--8,148
13154--9,15
13378--10,38
13378--11,33
13378--12,23
13378--13,68
13378--2,17
13378--3,64
13378--4,19
13378--5,25
13378--6,23
13378--7,63
13378--8,38
13378--9,33
07353--1,3
07353--10,3
07353--2,1
07353--3,2
07353--4,6
07353--5,4
07353--6,3
07353--7,2
07353--8,2
07353--9,5
14140--3,18
14140--4,4
14140--5,19
14140--7,13
12765--1,2
12765--10,6
12765--2,3
12765--4,5
12765--6,4
12765--8,3
12832--1,15
12832--2,10
12832--3,5
12832--4,15
12832--5,9
12832--6,13
12832--6A,12
12832--6B,7
12832--6C,15
12832--6D,23
12832--7,58
09282--15,29
09282--16,8
09282--17,48
09282--19,38
09282--2,23
09282--22,15
09282--25,28
09282--34,1
09282--34A,15
09282--34B,19
09282--35,5
09282--35A,1
09282--4-5,3
09282--6,24
09282--7,14
09282--8,14
18565--1,2
18565--10,4
18565--11,2
18565--12,1
18565--13,2
18565--14,6
18565--15,5
18565--16,4
18565--17,3
18565--18,3
18565--19,1
18565--2,3
18565--20,1
18565--21,1
18565--22,6
18565--23,2
18565--24,1
18565--25,4
18565--26,13
18565--27,5
18565--28,3
18565--29,3
18565--3,6
18565--30,2
18565--31,3
18565--32,3
18565--33,5
18565--34,3
18565--35,4
18565--36,5
18565--37,7
18565--38,4
18565--39,2
18565--4,1
18565--40,1
18565--41,4
18565--42,4
18565--42A,13
18565--43,9
18565--44,6
18565--45,5
18565--46,3
18565--47,4
18565--48,5
18565--49,9
18565--5,2
18565--50,6
18565--51-52,6
18565--53,1
18565--54,5
18565--55A,3
18565--6,3
18565--7,2
18565--8,4
18565--9,6
12896--1,38
12896--2,27
12896--3,37
12896--4,43
12896--5,79
12896--5A,1
12896--6,24
--17,5
--19,8
--21,8
--23,7
21499--1,4
21499--101,3
21499--103,6
21499--105,3
21499--107,2
21499--11,4
21499--111,3
21499--117,4
21499--119,3
21499--127,2
21499--13,6
21499--131,3
21499--135,4
21499--141,3
21499--145,2
21499--15,3
21499--151,3
21499--165,4
21499--17,3
21499--19,1
21499--21,2
21499--23,3
21499--29,2
21499--3,6
21499--31,1
21499--35,3
21499--37,1
21499--41,3
21499--43,2
21499--45,3
21499--49,4
21499--5,3
21499--53,3
21499--57,6
21499--59,4
21499--61,3
21499--63,4
21499--69,4
21499--7,3
21499--71,1
21499--73,5
21499--75,2
21499--81,2
21499--83,2
21499--85,1
21499--89,5
21499--9,4
21499--91,4
21499--93,4
21499--95,4
21499--97,4
21499--99,3
06406--1,11
06406--10,27
06406--10A,4
06406--10A<,1
06406--3,7
06406--4,18
06406--5,2
06406--6,3
06406--7,1
06406--8,2
13132--4,1
13132--4A,1
13184--1,3
13184--10,5
13184--11,3
13184--12,7
13184--13,2
13184--14,5
13184--15,5
13184--16,4
13184--17,2
13184--18,3
13184--19,2
13184--2,1
13184--20,3
13184--21,3
13184--22,4
13184--23,4
13184--26,4
13184--28,3
13184--3,5
13184--30,6
13184--31,2
13184--32,3
13184--33,4
13184--34,5
13184--35,1
13184--37,9
13184--39,2
13184--4,6
13184--40,1
13184--41,2
13184--42,2
13184--43,2
13184--44,2
13184--45,5
13184--46,4
13184--48,2
13184--5,2
13184--6,2
13184--7,9
13184--8,5
13184--9,1
13486--11,36
13486--14,19
13486--3,11
13486--6,15
13486--9,12
13665--1,5
13665--2,2
13665--3,2
13665--4,5
13665--5,2
13665--6,5
13665--7,3
13665--8,2
13665--9,2
13706--1,41
13706--18,3
13706--22,7
13706--7,14
13706--8,3
13706--8A,11
13706--9,8
13706--9A,3
13706--9B,2
13706--9C,2
13706--9D,5
13706--9E,8
13706--9F,5
13706--9G,5
13830--10,12
13830--11,14
13830--12,15
13830--13,18
13830--16,1
13830--16A,4
13830--2,20
13830--25,56
13830--26,76
13830--26D,1
13830--27,84
13830--3,21
13830--31,22
13830--32,25
13830--7,62
--102,2
--104,3
--106,4
--110,4
--112,2
--114,4
--30,6
--32,3
--34,4
--36,3
--38,2
--44,6
--46,2
--48,1
--52,2
--54,4
--56,2
--58,1
--60,6
--62,2
--66,2
--68,2
--72,2
--74,1
--78,3
--80,6
--82,3
--86,5
--88,4
--92,1
--96,4
--98,3
14411--1,60
14411--2,94
14495--1,156
14495--2,57
14495--24,5
14495--3,159
14495--30,2
14495--6,1
14663--7,6
14834--11,9
14834--12,5
14834--13,8
14834--15,2
14834--15A,14
14834--16,17
14834--16A,26
14834--17,8
14834--19,19
14834--2,28
14834--20,24
14834--20A,2
14834--21,15
14834--21-OF,5
14834--22,11
14834--2-OF,4
14834--3,6
14834--5A<,4
14834--6,8
14834--7,15
14834--8,65
14834--8A,106
14834--8A<,2
14945--1,5
14945--10,5
14945--12,2
14945--14,6
14945--18,7
14945--2,8
14945--4,2
14945--5,6
14945--6,3
14945--8,2
10369--1,143
10369--3,170
10369--4,130
10369--7,85
10369--7A,93
15479--12,8
15479--16,3
15479--18,2
15479--20,5
15479--23,4
15479--30,3
15479--32,1
15710--1,3
15710--10,5
15710--11,3
15710--13,2
15710--1A,2
15710--1B,3
15710--2,1
15710--3,1
15710--4,5
15710--5,10
15710--6,3
15710--9,5
15733--13,3
15733--14,2
15733--15,11
15733--16,22
15733--17,17
15733--17-OF,4
15733--18,15
15733--18A,1
15733--18-OF,5
15733--18OF,1
15733--19,30
15733--20,12
15733--21,15
15733--22,15
15733--23,6
15733--26,9
15733--28,16
15733--29,16
15733--30,10
15733--32,13
15733--33,30
24516--1,3
24516--10,1
24516--11,3
24516--12,4
24516--13,2
24516--14,3
24516--15,2
24516--16,3
24516--17,39
24516--18,3
24516--19,25
24516--20,2
24516--21,4
24516--22,2
24516--23,4
24516--24,1
24516--25,2
24516--26,2
24516--27,5
24516--28,5
24516--29,4
24516--3,2
24516--30,5
24516--31,4
24516--6,4
24516--7,2
24516--8,3
24516--9,3
16057--1,4
16057--14,5
16057--15,2
16057--2,1
16057--3,18
16057--4,5
16057--4A,2
16057--5,12
16057--6,18
16116--1,46
16116--12,27
16116--13,4
16116--14,4
16116--15,3
16116--16,6
16116--20,2
16116--21-22,11
16116--23,8
16116--24,5
20012--15,21
20012--16,23
20012--17,20
20012--18,10
20012--19,21
20012--2,23
20012--20,35
20012--21,24
20012--22,21
20012--23,25
20012--24,29
20012--3,25
20012--4,6
