00157,Akacjowa,
00393,Arciszewskiego,Krzysztofa
00393,Arciszewskiego Krzysztofa,
00393,Krzysztofa Arciszewskiego,
00432,Armii Krajowej,
00569,Baczyńskiego,Krzysztofa Kamila
00569,Baczyńskiego Krzysztofa Kamila,
00569,Krzysztofa Kamila Baczyńskiego,
00656,Bałtycka,
00666,Banacha,Stefana
00666,Banacha Stefana,
00666,Stefana Banacha,
00868,Batalionów Chłopskich,
00891,Stefana Batorego,
00891,Batorego,
00904,Bauera,Jana
00904,Bauera Jana,
00904,Jana Bauera,
01015,Bema,Józefa
01015,Bema Józefa,
01015,Józefa Bema,
01601,Bogusława X,
01681,Bohaterów Westerplatte,
01681,Westerplatte,
01742,Bolesława Chrobrego,
01742,Chrobrego,
01749,Bolesława Krzywoustego,
01749,Krzywoustego,
01815,Borchardta,Karola
01815,Borchardta Karola,
01815,Karola Borchardta,
01874,Borówkowa,
01929,Boya-Żeleńskiego,Tadeusza
01929,Boya-Żeleńskiego Tadeusza,
01929,Tadeusza Boya-Żeleńskiego,
01970,Gierymskich,Braci
01970,Braci Gierymskich,
01970,Gierymskich Braci,
01970,Braci Gierymskich,
02013,Braille'a,Ludwika
02013,Braille'a Ludwika,
02013,Ludwika Braille'a,
02123,Broniewskiego,Władysława
02123,Broniewskiego Władysława,
02123,Władysława Broniewskiego,
02123,Pl. Broniewskiego,
02276,Brzozowa,
02293,Brzóski,ks.
02293,Brzóski ks.,
02293,ks. Brzóski,
02387,Bukowa,
02561,Cecorska,
02657,Chabrowa,
02706,Chełmońskiego,Józefa
02706,Chełmońskiego Józefa,
02706,Józefa Chełmońskiego,
02736,Chłapowskiego,gen. Dezyderego
02736,Chłapowskiego gen. Dezyderego,
02736,gen. Dezyderego Chłapowskiego,
02790,Chocimska,
02849,Chopina,Fryderyka
02849,Chopina Fryderyka,
02849,Fryderyka Chopina,
02859,Chorwacka,
02974,Cicha,
03018,Cienista,
03029,Cieplińskiego,Łukasza
03029,Cieplińskiego Łukasza,
03029,Łukasza Cieplińskiego,
03098,Cisowa,
03148,Curie-Skłodowskiej,Marii
03148,Skłodowskiej,
03148,Curie-Skłodowskiej Marii,
03148,Marii Curie-Skłodowskiej,
03191,Cyprysowa,
03283,Czarnieckiego,Stefana
03283,Czarnieckiego Stefana,
03283,Stefana Czarnieckiego,
03333,Czecha,Bronisława
03333,Czecha Bronisława,
03333,Bronisława Czecha,
03639,Daszyńskiego,Ignacego
03639,Daszyńskiego Ignacego,
03639,Ignacego Daszyńskiego,
03666,Dąbrowskiego,
03691,Dąbrowskiej,Marii
03691,Dąbrowskiej Marii,
03691,Marii Dąbrowskiej,
03701,Dąbrówki,
03721,Degi,prof. Wiktora
03721,Degi prof. Wiktora,
03721,prof. Wiktora Degi,
03762,Deotymy,
03811,Dębowa,
03839,Długa,
03851,Długosza,Jana
03851,Długosza Jana,
03851,Jana Długosza,
03868,Dmowskiego,Romana
03868,Dmowskiego Romana,
03868,Romana Dmowskiego,
04102,Dominikańska,
04177,Drewniana,
04314,Drzymały,
04399,Dunikowskiego,Ksawerego
04399,Dunikowskiego Ksawerego,
04399,Ksawerego Dunikowskiego,
04405,Duńska,
04429,Dwernickiego,gen. Józefa
04429,Dwernickiego gen. Józefa,
04429,gen. Józefa Dwernickiego,
04561,Dywizjonu 303,
04833,Estońska,
04863,Fabryczna,
04889,Fałata,Juliana
04889,Fałata Juliana,
04889,Juliana Fałata,
04970,Fiedlera,Arkadego
04970,Fiedlera Arkadego,
04970,Arkadego Fiedlera,
05009,Filmowa,
05023,Fińska,
05027,Fiołkowa,
05265,Gajowa,
05300,Gałczyńskiego,Konstantego Ildefonsa
05300,Gałczyńskiego Konstantego Ildefonsa,
05300,Konstantego Ildefonsa Gałczyńskiego,
05345,Garncarska,
05431,Gdańska,
05441,Gdyńska,
05610,Głogowa,
05627,Głowackiego,Bartosza
05627,Głowackiego Bartosza,
05627,Bartosza Głowackiego,
05948,Górna,
06052,Grabskiego,Władysława
06052,Grabskiego Władysława,
06052,Władysława Grabskiego,
06075,Graniczna,
06083,Grażyny,
06163,Grodzka,
06206,Grottgera,Artura
06206,Grottgera Artura,
06206,Artura Grottgera,
06219,Grucy,prof. Adama
06219,Grucy prof. Adama,
06219,prof. Adama Grucy,
06260,Grunwaldzka,
06289,Gryfitki,Anny
06289,Anny Gryfitki,
06289,Gryfitki Anny,
06289,Anny Gryfitki,
06341,Grzybowa,
06602,Henryka Pobożnego,
06602,H. Pobożnego,
06602,Pobożnego,
06705,Hołdu Pruskiego,
06776,Hubalczyków,
06944,Iwaszkiewicza,Jarosława
06944,Iwaszkiewicza Jarosława,
06944,Jarosława Iwaszkiewicza,
07029,Jagiellońska,
07097,Jałowcowa,
07117,Jana Kazimierza,
07117,Kazimierza,
07123,Jana Pawła II,
07240,Jaracza,Stefana
07240,Jaracza Stefana,
07240,Stefana Jaracza,
07290,Jarzębinowa,
07335,Jasna,
07353,Jastruna,Mieczysława
07353,Jastruna Mieczysława,
07353,Mieczysława Jastruna,
07380,Jaśminowa,
07394,Jaworowa,
07435,Jedności Narodowej,
07506,Jesionowa,
07582,Jodłowa,
07606,Jordana,Henryka
07606,Jordana Henryka,
07606,Henryka Jordana,
07759,Kadłubka,Wincentego
07759,Kadłubka Wincentego,
07759,Wincentego Kadłubka,
07804,Kalinowa,
08153,Kasprowicza,Jana
08153,Kasprowicza Jana,
08153,Jana Kasprowicza,
08171,Kasztanowa,
08183,Kaszubska,
08396,Kiepury,Jana
08396,Kiepury Jana,
08396,Jana Kiepury,
08435,Kilińskiego,Jana
08435,Kilińskiego Jana,
08435,Jana Kilińskiego,
08574,Klonowa,
08664,Kniaziewicza,Karola
08664,Kniaziewicza Karola,
08664,Karola Kniaziewicza,
08728,Kochanowskiego,Jana
08728,Kochanowskiego Jana,
08728,Jana Kochanowskiego,
09000,Kołłątaja,
09009,Kołobrzeska,
09111,Konarskiego,Stanisława
09111,Konarskiego Stanisława,
09111,Stanisława Konarskiego,
09186,Konopnickiej,Marii
09186,Konopnickiej Marii,
09186,Marii Konopnickiej,
09223,Konwaliowa,
09282,Kopernika,Mikołaja
09282,Kopernika Mikołaja,
09282,Mikołaja Kopernika,
09357,Korfantego,Wojciecha
09357,Korfantego Wojciecha,
09357,Wojciecha Korfantego,
09463,Kossaka,Juliusza
09463,Kossaka Juliusza,
09463,Juliusza Kossaka,
09503,Kosynierów Gdyńskich,
09509,Koszalińska,
09582,Kościuszki,Tadeusza
09582,Kościuszki Tadeusza,
09582,Tadeusza Kościuszki,
09605,Kotarbińskiego,prof. Tadeusza
09605,Kotarbińskiego prof. Tadeusza,
09605,prof. Tadeusza Kotarbińskiego,
09665,Kowalska,
09719,Kozietulskiego,Jana
09719,Kozietulskiego Jana,
09719,Jana Kozietulskiego,
09782,Krajewskiego,Rafała
09782,Krajewskiego Rafała,
09782,Rafała Krajewskiego,
09808,Krakusa,
09848,Krasińskiego,Zygmunta
09848,Krasińskiego Zygmunta,
09848,Zygmunta Krasińskiego,
10003,Jadwigi,Królowej
10003,Królowej Jadwigi,
10003,Kr. Jadwigi,
10003,Jadwigi Królowej,
10003,Królowej Jadwigi,
10157,Krzywa,
10493,Kusocińskiego,Janusza
10493,Kusocińskiego Janusza,
10493,Janusza Kusocińskiego,
10562,Kwiatowa,
10718,Lawendowa,
10775,Legionów Polskich,
10780,Legnicka,
10793,Lelewela,Joachima
10793,Lelewela Joachima,
10793,Joachima Lelewela,
10870,Leszczynowa,
10878,Stanisława Leszczyńskiego,
10878,Leszczyńskiego,
10898,Leśna,
11074,Limanowskiego,Bolesława
11074,Limanowskiego Bolesława,
11074,Bolesława Limanowskiego,
11139,Lipowa,
11205,Listopada,11
11205,11 Listopada,
11205,Listopada 11,
11205,11 Listopada,
11223,Litewska,
11242,Lokajskiego,Eugeniusza
11242,Lokajskiego Eugeniusza,
11242,Eugeniusza Lokajskiego,
11265,Lotha,prof.
11265,Lotha prof.,
11265,prof. Lotha,
11596,Łąkowa,
11653,Władysława Łokietka,
11653,Łokietka,
11687,Łotewska,
11749,Łukasiewicza,Ignacego
11749,Łukasiewicza Ignacego,
11749,Ignacego Łukasiewicza,
12004,Makowa,
12037,Malczewskiego,Jacka
12037,Malczewskiego Jacka,
12037,Jacka Malczewskiego,
12065,Malinowa,
12130,Małachowskiego,Stanisława
12130,Małachowskiego Stanisława,
12130,Stanisława Małachowskiego,
12133,Małcużyńskiego,Witolda
12133,Małcużyńskiego Witolda,
12133,Witolda Małcużyńskiego,
12418,Marusarzówny,Heleny
12418,Marusarzówny Heleny,
12418,Heleny Marusarzówny,
12489,Matejki,Jana
12489,Matejki Jana,
12489,Jana Matejki,
12740,Mickiewicza,Adama
12740,Mickiewicza Adama,
12740,Adama Mickiewicza,
12765,Miedziana,
12772,Miejska,
12810,Mierosławskiego,Ludwika
12810,Mierosławskiego Ludwika,
12810,Ludwika Mierosławskiego,
12832,Mieszka I,
12896,Mikołajska,
12964,Miłosza,Czesława
12964,Miłosza Czesława,
12964,Czesława Miłosza,
13132,Młyńska,
13154,Mochnackiego,Maurycego
13154,Mochnackiego Maurycego,
13154,Maurycego Mochnackiego,
13184,Modrzewiowa,
13246,Moniuszki,Stanisława
13246,Moniuszki Stanisława,
13246,Stanisława Moniuszki,
13279,Morcinka,Gustawa
13279,Morcinka Gustawa,
13279,Gustawa Morcinka,
13296,Morska,
13378,Mostnika,Michała
13378,Mostnika Michała,
13378,Michała Mostnika,
13486,Murarska,
13563,Myśliwska,
13665,Na Skarpie,
13706,Na Wzgórzu,
13830,Nad Śluzami,
13967,Nałkowskiej,Zofii
13967,Nałkowskiej Zofii,
13967,Zofii Nałkowskiej,
14018,Narutowicza,Gabriela
14018,Narutowicza Gabriela,
14018,Gabriela Narutowicza,
14140,Niedziałkowskiego,Mieczysława
14140,Niedziałkowskiego Mieczysława,
14140,Mieczysława Niedziałkowskiego,
14316,Norweska,
14319,Norwida,Cypriana Kamila
14319,Norwida Cypriana Kamila,
14319,Cypriana Kamila Norwida,
14411,Nowobramska,
14495,Nowowiejska,
14663,Obrońców Wybrzeża,
14834,Ogrodowa,
14945,Olchowa,
14989,Olimpijska,
15126,Ordonówny,Hanki
15126,Ordonówny Hanki,
15126,Hanki Ordonówny,
15140,Orkana,Władysława
15140,Orkana Władysława,
15140,Władysława Orkana,
15148,Orląt Lwowskich,
15174,Orłowicza,Mieczysława
15174,Orłowicza Mieczysława,
15174,Mieczysława Orłowicza,
15211,Orzeszkowej,Elizy
15211,Orzeszkowej Elizy,
15211,Elizy Orzeszkowej,
15384,Ostroroga,Jana
15384,Ostroroga Jana,
15384,Jana Ostroroga,
15479,Owocowa,
15532,Paderewskiego,Ignacego Jana
15532,Paderewskiego Ignacego Jana,
15532,Ignacego Jana Paderewskiego,
15710,Parkowa,
15733,Partyzantów,
15822,Paukszty,Eugeniusza
15822,Paukszty Eugeniusza,
15822,Eugeniusza Paukszty,
16057,Piastów,
16116,Piekiełko,
16264,Piłsudskiego,Józefa
16264,Marszałka Piłsudskiego,
16264,Piłsudskiego Józefa,
16264,Józefa Piłsudskiego,
16531,Płowiecka,
16713,Podchorążych,
16742,Podgórna,
16900,Pogodna,
17011,Polna,
17088,Pomorska,
17171,Poprzeczna,
17217,Portowa,
17368,Powstańców Warszawskich,
17368,pl. powstańców warszawskich,
17377,Powstańców Wielkopolskich,
17390,Poziomkowa,
17394,Poznańska,
17475,Prądzyńskiego,Ignacego
17475,Prądzyńskiego Ignacego,
17475,Ignacego Prądzyńskiego,
17547,Prosta,
17577,Prusa,Bolesława
17577,Prusa Bolesława,
17577,Bolesława Prusa,
17635,Przechodnia,
17740,Przemysława II,
17742,Przemysłowa,
17866,Przybosia,Juliana
17866,Przybosia Juliana,
17866,Juliana Przybosia,
18024,Psie Pole,
18095,Pułaskiego,gen. Kazimierza
18095,Pułaskiego gen. Kazimierza,
18095,gen. Kazimierza Pułaskiego,
18273,Racławicka,
18467,Raszyńska,
18565,Reja,Mikołaja
18565,Reja Mikołaja,
18565,Mikołaja Reja,
18575,Rejtana,Tadeusza
18575,Rejtana Tadeusza,
18575,Tadeusza Rejtana,
18648,Reymonta,Władysława
18648,Reymonta Władysława,
18648,Władysława Reymonta,
18847,Romera,prof. Eugeniusza
18847,Romera prof. Eugeniusza,
18847,prof. Eugeniusza Romera,
19000,Różana,
19142,Rybacka,
19274,Rynek Rybacki,
19274,Rybacki,
19335,Rzemieślnicza,
19404,Sadowa,
19581,Sądowa,
19831,Sienkiewicza,Henryka
19831,Sienkiewicza Henryka,
19831,Henryka Sienkiewicza,
19866,Sierpinka,
19907,Sikorskiego,gen. Władysława
19907,Sikorskiego gen. Władysława,
19907,gen. Władysława Sikorskiego,
20012,Skargi,Piotra
20012,Skargi Piotra,
20012,Piotra Skargi,
20198,Sławieńska,
20254,Słoneczna,
20291,Słowackiego,Juliusza
20291,Słowackiego Juliusza,
20291,Juliusza Słowackiego,
20294,Słowiańska,
20427,Jana Sobieskiego,
20427,Sobieskiego,
20551,Solskiego,Ludwika
20551,Solskiego Ludwika,
20551,Ludwika Solskiego,
20598,Sosnowa,
20641,Spacerowa,
20677,Spokojna,
20683,Sportowa,
20798,Staffa,Leopolda
20798,Staffa Leopolda,
20798,Leopolda Staffa,
21030,Stary Rynek,
21047,Starzyńskiego,Stefana
21047,Starzyńskiego Stefana,
21047,Stefana Starzyńskiego,
21071,Staszica,Stanisława
21071,Staszica Stanisława,
21071,Stanisława Staszica,
21308,Struga,Andrzeja
21308,Struga Andrzeja,
21308,Andrzeja Struga,
21325,Strumykowa,
21435,Stwosza,Wita
21435,Wita Stwosza,
21435,Stwosza Wita,
21435,Wita Stwosza,
21499,Sucharskiego,mjr. Henryka
21499,Sucharskiego mjr. Henryka,
21499,mjr. Henryka Sucharskiego,
21575,Sułkowskiego,Józefa
21575,Sułkowskiego Józefa,
21575,Józefa Sułkowskiego,
21654,Sygietyńskiego,Tadeusza
21654,Sygietyńskiego Tadeusza,
21654,Tadeusza Sygietyńskiego,
21787,Szarych Szeregów,
21805,Szczecińska,
21970,Szkolna,
22179,Szwedzka,
22238,Szymanowskiego,Karola
22238,Szymanowskiego Karola,
22238,Karola Szymanowskiego,
22508,Świerkowa,
22555,Świętopełka,
22723,Teatralna,
22738,Teligi,Leonida
22738,Teligi Leonida,
22738,Leonida Teligi,
22880,Topolowa,
22907,Towarowa,
22944,Tramwajowa,
22965,Traugutta,Romualda
22965,Traugutta Romualda,
22965,Romualda Traugutta,
23184,Turystyczna,
23196,Tuwima,Juliana
23196,Tuwima Juliana,
23196,Juliana Tuwima,
23514,Walasiewiczówny,Stanisławy
23514,Walasiewiczówny Stanisławy,
23514,Stanisławy Walasiewiczówny,
23611,Wandy,
23707,Waryńskiego,Ludwika
23707,Waryńskiego Ludwika,
23707,Ludwika Waryńskiego,
23775,Wazów,
23814,Wczasowa,
23912,Wędkarska,
23972,Wiatraczna,
24048,Wiejska,
24063,Wielicka,
24123,Wieniawskiego,Henryka
24123,Wieniawskiego Henryka,
24123,Henryka Wieniawskiego,
24170,Wierzbowa,
24289,Wileńska,
24412,Wiśniowa,
24432,Witkacego,
24459,Witosa,Wincentego
24459,Witosa Wincentego,
24459,Wincentego Witosa,
24490,Władysława IV,
24494,Władysława Jagiełły,
24494,Jagiełły,
24516,Włodkowica,Pawła
24516,Włodkowica Pawła,
24516,Pawła Włodkowica,
24628,Wojska Polskiego,
24687,Wolności,
24806,Wrocławska,
24908,Wybickiego,Józefa
24908,Wybickiego Józefa,
24908,Józefa Wybickiego,
25061,Wysockiego,Piotra
25061,Wysockiego Piotra,
25061,Piotra Wysockiego,
25067,Wysoka,
25084,Wyspiańskiego,Stanisława
25084,Wyspiańskiego Stanisława,
25084,Stanisława Wyspiańskiego,
25107,Wyszyńskiego,kard. Stefana
25107,Wyszyńskiego kard. Stefana,
25107,kard. Stefana Wyszyńskiego,
25276,Zaborowskiej,Marii
25276,Zaborowskiej Marii,
25276,Marii Zaborowskiej,
25305,Zachodnia,
25536,Zamenhofa,Ludwika
25536,Zamenhofa Ludwika,
25536,Ludwika Zamenhofa,
25540,Zamiejska,
25547,Zamkowa,
25561,Zamojskiego,Jana
25561,Zamojskiego Jana,
25561,Jana Zamojskiego,
26049,Ziei,ks. Jana
26049,Ziei ks. Jana,
26049,ks. Jana Ziei,
26081,Zielona,
26129,Ziemowita,
26188,Złota,
26243,Zofii,Księżnej
26243,Księżnej Zofii,
26243,Zofii Księżnej,
26243,Księżnej Zofii,
26325,Zwycięstwa,
26334,Zygmunta Augusta,
26433,Żelazna,
26469,Żeromskiego,Stefana
26469,Żeromskiego Stefana,
26469,Stefana Żeromskiego,
26529,Żółkiewskiego,Stanisława
26529,Żółkiewskiego Stanisława,
26529,Stanisława Żółkiewskiego,
26585,Żurawinowa,
26608,Żwirki i Wigury,
26969,Lutosławskiego,Witolda
26969,Lutosławskiego Witolda,
26969,Witolda Lutosławskiego,
26983,Chodkiewicza,Karola
26983,Chodkiewicza Karola,
26983,Karola Chodkiewicza,
27319,Niemcewicza,Juliana
27319,Niemcewicza Juliana,
27319,Juliana Niemcewicza,
27712,Policjantów,
31083,Pileckiego,Rotmistrza Witolda
31083,Pileckiego Rotmistrza Witolda,
31083,Rotmistrza Witolda Pileckiego,
31136,Kijowskiego,Władysława
31136,Kijowskiego Władysława,
31136,Władysława Kijowskiego,
31137,Kwapisza,Władysława
31137,Kwapisza Władysława,
31137,Władysława Kwapisza,
31138,Repelowskiego,Stanisława
31138,Repelowskiego Stanisława,
31138,Stanisława Repelowskiego,
31139,Trzeciak,Aleksandry
31139,Trzeciak Aleksandry,
31139,Aleksandry Trzeciak,
31140,Szafranka,Franciszka
31140,Szafranka Franciszka,
31140,Franciszka Szafranka,
31141,Łady-Cybulskiego,Edwarda
31141,Łady-Cybulskiego Edwarda,
31141,Edwarda Łady-Cybulskiego,
31142,Czaplińskiego,Tadeusza
31142,Czaplińskiego Tadeusza,
31142,Tadeusza Czaplińskiego,
31143,Aluchny-Emelianow,Marty
31143,Aluchny-Emelianow Marty,
31143,Marty Aluchny-Emelianow,
31144,Bogdanowicza,Ignacego
31144,Bogdanowicza Ignacego,
31144,Ignacego Bogdanowicza,
31145,Posmykiewicza,Jana
31145,Posmykiewicza Jana,
31145,Jana Posmykiewicza,
31146,Sojki,Stanisława
31146,Sojki Stanisława,
31146,Stanisława Sojki,
31147,Awstrica,Romana
31147,Awstrica Romana,
31147,Romana Awstrica,
31283,Herberta,Zbigniewa
31283,Herberta Zbigniewa,
31283,Zbigniewa Herberta,
31466,Osieckiej,Agnieszki
31466,Osieckiej Agnieszki,
31466,Agnieszki Osieckiej,
32033,Frycza Modrzewskiego,
32033,Frycza-Modrzewskiego,
32033,Modrzewskiego,
32202,Madalińskiego,Antoniego
32202,Madalińskiego Antoniego,
32202,Antoniego Madalińskiego,
33487,Poniatowskiego,ks. Józefa
33487,Poniatowskiego ks. Józefa,
33487,ks. Józefa Poniatowskiego,
34315,Inwestycyjna,
34755,Druyffa Jana,
34755,Druyffa Jana,
34755,Jana Druyffa,
36312,Bitwy Warszawskiej,
36561,Szarmacha,Stanisława
36561,Szarmacha Stanisława,
36561,Stanisława Szarmacha,
36562,Bytnerowicza,Jerzego
36562,Bytnerowicza Jerzego,
36562,Jerzego Bytnerowicza,
36748,Herbsta,prof. Stanisława
36748,Herbsta prof. Stanisława,
36748,prof. Stanisława Herbsta,
36749,Pomorskich,Książąt
36749,Pomorskich Książąt,
36749,Książąt Pomorskich,
37216,Fogga,Mieczysława
37216,Fogga Mieczysława,
37216,Mieczysława Fogga,
37217,Kaczmarskiego,Jacka
37217,Kaczmarskiego Jacka,
37217,Jacka Kaczmarskiego,
37219,Niemena,Czesława
37219,Niemena Czesława,
37219,Czesława Niemena,
37415,Nowaka-Jeziorańskiego,Jana
37415,Nowaka-Jeziorańskiego Jana,
37415,Jana Nowaka-Jeziorańskiego,
37884,Sowińskiego,Generała Józefa
37884,Sowińskiego Generała Józefa,
37884,Generała Józefa Sowińskiego,
38223,Chłopickiego,Generała Józefa
38223,Chłopickiego Generała Józefa,
38223,Generała Józefa Chłopickiego,
38321,Pio,Świętego Ojca
38321,Pio,
38321,Ojca Pio,
38321,Pio Świętego Ojca,
38321,Świętego Ojca Pio,
38322,Łajming,Anny
38322,Łajming Anny,
38322,Anny Łajming,
38746,Staniuków,Braci
38746,Braci Staniuków,
38746,Staniuków Braci,
38746,Braci Staniuków,
39632,Hallera,gen. Józefa
39632,Hallera gen. Józefa,
39632,gen. Józefa Hallera,
39985,Piotra,Świętego
39985,Św. Piotra,
39985,Piotra Świętego,
39985,Świętego Piotra,
39989,Bora-Komorowskiego,Generała Tadeusza
39989,Bora-Komorowskiego Generała Tadeusza,
39989,Generała Tadeusza Bora-Komorowskiego,
40077,Nalepy,Tadeusza
40077,Nalepy Tadeusza,
40077,Tadeusza Nalepy,
40269,Grechuty,Marka
40269,Grechuty Marka,
40269,Marka Grechuty,
40841,"Rondo ""Solidarności""",
41071,Josepha,Rabina dr. Maxa
41071,Josepha Rabina dr. Maxa,
41071,Rabina dr. Maxa Josepha,
41478,Religi,prof. Zbigniewa
41478,Religi prof. Zbigniewa,
41478,prof. Zbigniewa Religi,
42548,Rondo Jacka Kuronia,
44137,Rondo Zesłańców Sybiru,
44214,Przybory,Jeremiego
44214,Przybory Jeremiego,
44214,Jeremiego Przybory,
44360,św. Klary z Asyżu,
44360,Klary z Asyżu,
45993,Walentynowicz,Anny
45993,Walentynowicz Anny,
45993,Anny Walentynowicz,
46045,Riedla,Ryszarda
46045,Riedla Ryszarda,
46045,Ryszarda Riedla,
46046,Zauchy,Andrzeja
46046,Zauchy Andrzeja,
46046,Andrzeja Zauchy,
46155,Mazowieckiego,Tadeusza
46155,Mazowieckiego Tadeusza,
46155,Tadeusza Mazowieckiego,
46419,Szpilewskiego,Stanisława
46419,Szpilewskiego Stanisława,
46419,Stanisława Szpilewskiego,
48109,Andersa,Gen. Władysława
48109,Andersa Gen. Władysława,
48109,Gen. Władysława Andersa,
48749,Bartoszewskiego,Władysława
48749,Bartoszewskiego Władysława,
48749,Władysława Bartoszewskiego,
49194,Rondo Staromiejskie,
50053,Lewenstam,Zofii
50053,Lewenstam Zofii,
50053,Zofii Lewenstam,
50054,Freundlicha,Otto
50054,Freundlicha Otto,
50054,Otto Freundlicha,
50055,Kolbego,św. Maksymiliana
50055,Kolbego św. Maksymiliana,
50055,św. Maksymiliana Kolbego,
50056,Szumskiego,Jana
50056,Szumskiego Jana,
50056,Jana Szumskiego,
50057,Kurowskiej,Zofii
50057,Kurowskiej Zofii,
50057,Zofii Kurowskiej,
50058,Usteckie,
50059,Zielińskiej,Barbary
50059,Zielińskiej Barbary,
50059,Barbary Zielińskiej,
50061,Papisten,Triny
50061,Papisten Triny,
50061,Triny Papisten,
50062,Szołdry,Tadeusza
50062,Szołdry Tadeusza,
50062,Tadeusza Szołdry,
50064,Słupskiego Pułku Lotnictwa Myśliwskiego,28
50064,Słupskiego Pułku Lotnictwa Myśliwskiego 28,
50064,28 Słupskiego Pułku Lotnictwa Myśliwskiego,
50065,Siedzikówny ps. Inka,Danuty
50065,Siedzikówny ps. Inka Danuty,
50065,Danuty Siedzikówny ps. Inka,
50151,Wernera,Johannesa
50151,Wernera Johannesa,
50151,Johannesa Wernera,
50352,Rondo Księdza Biskupa Ignacego Jeża,
50354,Rondo Inwalidów Wojennych RP,
50356,Rondo Stanisława Kądzieli,
50357,Rondo gen. bryg. Stanisława Grzmota-Skotnickiego,
50358,Rondo Aleksego Antkiewicza,
50359,Rondo Stefana Morawskiego,
50360,Plac Błogosławionego Bronisława Kostkowskiego,
50362,Rondo Witolda Zblewskiego,
50364,Rondo Stefana Kisielewskiego,
50366,Park im. Józefa Trendela,
50368,Rondo Konstytucji,
50494,Rondo harcmistrza Stanisława Kiejdo,
51296,rondo Generała Ryszarda Kuklińskiego,
51314,Dembińskiego,Generała Henryka
51314,Dembińskiego Generała Henryka,
51314,Generała Henryka Dembińskiego,
51317,Zajączka,Generała Józefa
51317,Zajączka Generała Józefa,
51317,Generała Józefa Zajączka,
51318,Sokolnickiego,Generała Michała
51318,Sokolnickiego Generała Michała,
51318,Generała Michała Sokolnickiego,
51319,"Roweckiego ""GROTA""",Generała Stefana
51319,"Roweckiego ""GROTA"" Generała Stefana",
51319,"Roweckiego "GROTA",
51319,Roweckiego 'grota',
51319,roweckiego "grota",
51319,"Generała Stefana Roweckiego "GROTA",
51320,Michałowskiego,profesora Kazimierza
51320,Michałowskiego profesora Kazimierza,
51320,profesora Kazimierza Michałowskiego,
51321,Rydygiera,Prof. Ludwika
51321,Rydygiera Prof. Ludwika,
51321,Prof. Ludwika Rydygiera,
51322,Browicza,Prof. Tadeusza
51322,Browicza Prof. Tadeusza,
51322,Prof. Tadeusza Browicza,
51323,Orłowskiego,Prof. Wiktora
51323,Orłowskiego Prof. Wiktora,
51323,Prof. Wiktora Orłowskiego,
51324,Aleja 3-go Maja,
51324,3-go Maja,
51324,Aleja 3 Maja,
51324,Aleja 3 Maja ,
51514,MKS Cieśliki,
51515,Sibeliusa,Jeana
51515,Sibeliusa Jeana,
51515,Jeana Sibeliusa,
51980,Aleja Brzozowa,
51981,Nullo,Francesco
51981,Nullo Francesco,
51981,Francesco Nullo,
51981,Fr. Nullo,
51982,Biernackiego,dra Edmunda
51982,Biernackiego dra Edmunda,
51982,dra Edmunda Biernackiego,
51983,Modrzejewskiego,dra Alfonsa
51983,Modrzejewskiego dra Alfonsa,
51983,dra Alfonsa Modrzejewskiego,
51984,Gellerta,dra Jana
51984,Gellerta dra Jana,
51984,dra Jana Gellerta,
51985,Frąckowskiego,dr med. Kazimierza
51985,Frąckowskiego dr med. Kazimierza,
51985,dr med. Kazimierza Frąckowskiego,
51988,Skwer im. Heleny Szpilewskiej,
51989,Skwer im. Heinricha von Stephana,
52119,rondo Izabeli Jarugi-Nowackiej,
52120,Chotomskiej,Wandy
52120,Chotomskiej Wandy,
52120,Wandy Chotomskiej,
53772,Park Ireny Sendlerowej,
55522,Mireckiej,Mirosławy
55522,Mireckiej Mirosławy,
55522,Mirosławy Mireckiej,
55628,Rondo gen. bryg. Mieczysława Mozdyniewicza,
19831,Al. Henryka Sienkiewicza,
51324,Aleja 3-go Maja,
51324,Aleja 3-Go Maja,
51985,Dr Med. Kazimierza Frąckowskiego,
51985,Dr Med. Kazimierza Frąckowskie,
51985,DR MED. KAZIMIERZA FRĄCKOWSKI,
39989,GEN. TADEUSZA BORA-KOMOROWSKIE,
51319,GENERAŁA STEFANA ROWECKIEGO,
05300,konstantego ildefonsa gałczyńs,
03666,pl. dąbrowskiego,
21030,pl. stary rynek,
02123,pl. władysława broniewskiego,
26325,pl. zwycięstwa,
51320,prof. kazimierza michałowskieg,
26529,stefana żółkiewskiego,
51324,3 Maja,
34755,druyffa,
